OrderNumber,Sales Channel,WarehouseCode,ProcuredDate,OrderDate,ShipDate,DeliveryDate,CurrencyCode,_SalesTeamID,_CustomerID,_StoreID,_ProductID,Order Quantity,Discount Applied,Unit Cost,Unit Price
SO - 0005748,In-Store,WARE-MKL1006,01/12/2019,31/03/2020,25/04/2020,03/05/2020,USD,3,25,365,23,0.97,0.2,149.61,194.3
SO - 0005749,In-Store,WARE-NMK1003,01/12/2019,01/04/2020,29/04/2020,30/04/2020,USD,1,34,131,43,3.98,0.05,643.2,1005
SO - 0005750,Distributor,WARE-PUJ1005,01/12/2019,01/04/2020,23/04/2020,02/05/2020,USD,21,7,300,25,6.98,0.07,624.57,1058.6
SO - 0005751,Wholesale,WARE-XYS1001,01/12/2019,01/04/2020,18/04/2020,28/04/2020,USD,27,29,3,24,8.02,0.05,1651.55,1943
SO - 0005752,In-Store,WARE-NBV1002,01/12/2019,01/04/2020,04/04/2020,06/04/2020,USD,11,37,62,39,3,0.05,1288.21,2525.9
SO - 0005753,In-Store,WARE-NBV1002,01/12/2019,01/04/2020,03/04/2020,10/04/2020,USD,6,46,72,43,6,0.08,3670.53,5735.2
SO - 0005754,In-Store,WARE-NMK1003,01/12/2019,01/04/2020,03/04/2020,07/04/2020,USD,7,35,180,34,3.03,0.05,793.95,1058.6
SO - 0005755,Online,WARE-PUJ1005,01/12/2019,01/04/2020,06/04/2020,11/04/2020,USD,13,5,271,27,8.01,0.4,607.36,1239.5
SO - 0005756,In-Store,WARE-XYS1001,01/12/2019,01/04/2020,27/04/2020,01/05/2020,USD,1,34,4,42,2.02,0.08,1561.5,3631.4
SO - 0005757,In-Store,WARE-PUJ1005,01/12/2019,02/04/2020,05/04/2020,10/04/2020,USD,4,39,295,14,4.04,0.1,816.06,971.5
SO - 0005758,In-Store,WARE-NMK1003,01/12/2019,02/04/2020,26/04/2020,01/05/2020,USD,6,23,183,13,1.98,0.08,4212.96,5266.2
SO - 0005759,Online,WARE-NMK1003,01/12/2019,02/04/2020,16/04/2020,19/04/2020,USD,18,7,134,7,1.98,0.08,2978.82,3919.5
SO - 0005760,In-Store,WARE-NMK1003,01/12/2019,02/04/2020,22/04/2020,01/05/2020,USD,12,42,142,37,1.98,0.2,1750.98,2398.6
SO - 0005761,In-Store,WARE-XYS1001,01/12/2019,02/04/2020,18/04/2020,21/04/2020,USD,10,34,54,43,4.96,0.08,862.96,1078.7
SO - 0005762,In-Store,WARE-NMK1003,01/12/2019,02/04/2020,29/04/2020,04/05/2020,USD,12,41,131,32,1.98,0.05,2860.77,3865.9
SO - 0005763,Online,WARE-NMK1003,01/12/2019,02/04/2020,23/04/2020,25/04/2020,USD,15,1,162,23,2.96,0.07,2599.13,3879.3
SO - 0005764,Online,WARE-NMK1003,01/12/2019,02/04/2020,26/04/2020,05/05/2020,USD,16,29,172,20,3,0.2,566.55,1011.7
SO - 0005765,Distributor,WARE-NMK1003,01/12/2019,02/04/2020,09/04/2020,18/04/2020,USD,23,31,94,24,1.01,0.07,2502.85,5688.3
SO - 0005766,Distributor,WARE-NBV1002,01/12/2019,02/04/2020,07/04/2020,08/04/2020,USD,23,35,79,35,3.97,0.05,791.14,964.8
SO - 0005767,Online,WARE-UHY1004,01/12/2019,03/04/2020,07/04/2020,14/04/2020,USD,15,27,206,46,4.01,0.05,2146.81,2901.1
SO - 0005768,In-Store,WARE-NMK1003,01/12/2019,03/04/2020,20/04/2020,21/04/2020,USD,10,38,87,1,7.04,0.1,492.65,1145.7
SO - 0005769,Online,WARE-PUJ1005,01/12/2019,03/04/2020,30/04/2020,05/05/2020,USD,16,7,279,30,5.98,0.07,656.47,924.6
SO - 0005770,Online,WARE-NMK1003,01/12/2019,03/04/2020,25/04/2020,04/05/2020,USD,16,14,188,40,1.97,0.1,3508.12,6378.4
SO - 0005771,Online,WARE-NMK1003,01/12/2019,03/04/2020,19/04/2020,21/04/2020,USD,14,37,182,16,2.97,0.1,589.73,1092.1
SO - 0005772,In-Store,WARE-NMK1003,01/12/2019,03/04/2020,16/04/2020,19/04/2020,USD,3,29,92,8,7.01,0.15,1874.12,3470.6
SO - 0005773,In-Store,WARE-UHY1004,01/12/2019,03/04/2020,11/04/2020,21/04/2020,USD,10,33,209,38,8,0.1,2481.95,3939.6
SO - 0005774,In-Store,WARE-PUJ1005,01/12/2019,03/04/2020,05/04/2020,12/04/2020,USD,4,1,315,27,2.99,0.2,122.21,214.4
SO - 0005775,In-Store,WARE-NMK1003,01/12/2019,03/04/2020,20/04/2020,30/04/2020,USD,8,41,168,31,6.99,0.3,1584.68,1956.4
SO - 0005776,Online,WARE-UHY1004,01/12/2019,03/04/2020,29/04/2020,01/05/2020,USD,17,37,236,3,5.99,0.05,784.91,1105.5
SO - 0005777,Distributor,WARE-PUJ1005,01/12/2019,03/04/2020,09/04/2020,18/04/2020,USD,25,8,290,41,8.02,0.08,539.35,1078.7
SO - 0005778,Distributor,WARE-NBV1002,01/12/2019,03/04/2020,26/04/2020,27/04/2020,USD,25,44,64,22,3.98,0.08,1913.52,3986.5
SO - 0005779,In-Store,WARE-PUJ1005,01/12/2019,04/04/2020,02/05/2020,12/05/2020,USD,4,19,262,3,1,0.08,814.72,1018.4
SO - 0005780,Distributor,WARE-NMK1003,01/12/2019,04/04/2020,06/04/2020,10/04/2020,USD,23,42,154,40,3.98,0.2,787.45,1078.7
SO - 0005781,Distributor,WARE-XYS1001,01/12/2019,04/04/2020,12/04/2020,22/04/2020,USD,21,44,0,29,6,0.2,1260.27,2291.4
SO - 0005782,Online,WARE-XYS1001,01/12/2019,04/04/2020,14/04/2020,17/04/2020,USD,18,48,45,7,4,0.15,611.44,1132.3
SO - 0005783,Distributor,WARE-NMK1003,01/12/2019,04/04/2020,30/04/2020,08/05/2020,USD,25,39,156,23,4,0.05,702.03,1132.3
SO - 0005784,Online,WARE-MKL1006,01/12/2019,04/04/2020,23/04/2020,24/04/2020,USD,19,1,356,20,4.99,0.07,563.81,1025.1
SO - 0005785,In-Store,WARE-UHY1004,01/12/2019,04/04/2020,30/04/2020,09/05/2020,USD,11,22,233,34,5.01,0.05,1599.16,2351.7
SO - 0005786,Distributor,WARE-UHY1004,01/12/2019,04/04/2020,26/04/2020,04/05/2020,USD,22,6,244,32,6.99,0.05,2070.3,3450.5
SO - 0005787,Distributor,WARE-UHY1004,01/12/2019,04/04/2020,23/04/2020,27/04/2020,USD,23,47,250,27,5.01,0.05,1121.85,2003.3
SO - 0005788,In-Store,WARE-PUJ1005,01/12/2019,04/04/2020,07/04/2020,08/04/2020,USD,5,43,290,14,1,0.05,1068.58,2606.3
SO - 0005789,In-Store,WARE-PUJ1005,01/12/2019,04/04/2020,28/04/2020,03/05/2020,USD,7,12,266,41,4.98,0.05,1427.1,1902.8
SO - 0005790,In-Store,WARE-XYS1001,01/12/2019,04/04/2020,17/04/2020,27/04/2020,USD,8,5,17,5,2.02,0.05,1565.39,2371.8
SO - 0005791,In-Store,WARE-PUJ1005,01/12/2019,05/04/2020,24/04/2020,26/04/2020,USD,6,12,313,2,4,0.05,1865.82,3162.4
SO - 0005792,Online,WARE-NMK1003,01/12/2019,05/04/2020,11/04/2020,12/04/2020,USD,16,24,197,44,8,0.1,161.4,221.1
SO - 0005793,Online,WARE-PUJ1005,01/12/2019,05/04/2020,07/04/2020,10/04/2020,USD,15,45,305,5,4.98,0.15,593.02,1118.9
SO - 0005794,In-Store,WARE-PUJ1005,01/12/2019,05/04/2020,15/04/2020,20/04/2020,USD,8,35,318,12,3.97,0.08,1391.99,2626.4
SO - 0005795,Wholesale,WARE-NBV1002,01/12/2019,05/04/2020,29/04/2020,02/05/2020,USD,27,40,77,9,5.02,0.1,547.79,750.4
SO - 0005796,In-Store,WARE-NMK1003,01/12/2019,05/04/2020,10/04/2020,13/04/2020,USD,8,49,113,1,8.01,0.15,788.93,1051.9
SO - 0005797,Distributor,WARE-NMK1003,01/12/2019,05/04/2020,28/04/2020,02/05/2020,USD,20,12,101,27,2,0.07,2719.93,3999.9
SO - 0005798,Distributor,WARE-NMK1003,01/12/2019,05/04/2020,29/04/2020,07/05/2020,USD,22,20,183,41,5.05,0.05,3299.62,6110.4
SO - 0005799,In-Store,WARE-UHY1004,01/12/2019,06/04/2020,12/04/2020,14/04/2020,USD,12,39,244,27,8,0.05,132.33,167.5
SO - 0005800,In-Store,WARE-XYS1001,01/12/2019,06/04/2020,28/04/2020,30/04/2020,USD,9,3,44,16,4,0.08,3325.48,4006.6
SO - 0005801,Distributor,WARE-UHY1004,01/12/2019,06/04/2020,10/04/2020,20/04/2020,USD,22,12,206,14,3,0.3,2498.83,3966.4
SO - 0005802,Online,WARE-PUJ1005,01/12/2019,06/04/2020,14/04/2020,23/04/2020,USD,16,2,270,43,4.04,0.05,573.19,971.5
SO - 0005803,Online,WARE-MKL1006,01/12/2019,06/04/2020,03/05/2020,12/05/2020,USD,16,12,338,9,3.99,0.07,565.21,991.6
SO - 0005804,Online,WARE-UHY1004,01/12/2019,06/04/2020,20/04/2020,22/04/2020,USD,19,43,255,30,3.02,0.1,1243.86,2646.5
SO - 0005805,In-Store,WARE-XYS1001,01/12/2019,06/04/2020,23/04/2020,27/04/2020,USD,8,22,35,17,4.97,0.15,2751.69,3718.5
SO - 0005806,In-Store,WARE-UHY1004,01/12/2019,06/04/2020,20/04/2020,21/04/2020,USD,10,42,244,6,7.99,0.05,1321.24,2278
SO - 0005807,Online,WARE-PUJ1005,01/12/2019,06/04/2020,09/04/2020,13/04/2020,USD,13,1,283,25,1.05,0.1,1178.87,1708.5
SO - 0005808,Online,WARE-NMK1003,01/12/2019,06/04/2020,09/04/2020,18/04/2020,USD,12,12,163,39,3.99,0.07,4958.27,5902.7
SO - 0005809,In-Store,WARE-XYS1001,01/12/2019,07/04/2020,30/04/2020,10/05/2020,USD,1,22,53,16,3.97,0.07,184.52,227.8
SO - 0005810,In-Store,WARE-PUJ1005,01/12/2019,07/04/2020,27/04/2020,01/05/2020,USD,11,36,303,42,1.95,0.3,1217.79,1902.8
SO - 0005811,Distributor,WARE-UHY1004,01/12/2019,07/04/2020,23/04/2020,01/05/2020,USD,21,47,250,15,3.99,0.07,2895.47,3966.4
SO - 0005812,Online,WARE-PUJ1005,01/12/2019,07/04/2020,09/04/2020,17/04/2020,USD,16,50,298,20,6.95,0.1,716.36,1085.4
SO - 0005813,Distributor,WARE-XYS1001,01/12/2019,07/04/2020,29/04/2020,07/05/2020,USD,21,41,4,42,1.01,0.2,788.19,1159.1
SO - 0005814,In-Store,WARE-UHY1004,01/12/2019,07/04/2020,03/05/2020,05/05/2020,USD,1,39,212,15,7.05,0.3,4442.1,5226
SO - 0005815,Online,WARE-UHY1004,01/12/2019,07/04/2020,14/04/2020,23/04/2020,USD,20,14,227,4,1.95,0.07,1423.88,1849.2
SO - 0005816,Online,WARE-UHY1004,01/12/2019,07/04/2020,23/04/2020,02/05/2020,USD,14,32,256,17,5.02,0.1,895.46,1989.9
SO - 0005817,In-Store,WARE-NMK1003,01/12/2019,07/04/2020,05/05/2020,09/05/2020,USD,4,10,194,31,4.99,0.05,3167.76,3959.7
SO - 0005818,Distributor,WARE-PUJ1005,01/12/2019,07/04/2020,24/04/2020,29/04/2020,USD,20,4,278,23,7.02,0.1,172.46,221.1
SO - 0005819,In-Store,WARE-XYS1001,01/12/2019,07/04/2020,16/04/2020,17/04/2020,USD,5,23,47,14,5,0.05,2524.02,3711.8
SO - 0005820,Online,WARE-NMK1003,01/12/2019,07/04/2020,04/05/2020,14/05/2020,USD,13,10,104,38,1.03,0.05,3348.66,3939.6
SO - 0005821,In-Store,WARE-PUJ1005,01/12/2019,07/04/2020,21/04/2020,23/04/2020,USD,4,24,267,21,4,0.2,133.87,180.9
SO - 0005822,In-Store,WARE-UHY1004,01/12/2019,08/04/2020,02/05/2020,07/05/2020,USD,7,30,208,7,0.97,0.15,888.42,1045.2
SO - 0005823,In-Store,WARE-UHY1004,01/12/2019,08/04/2020,30/04/2020,10/05/2020,USD,7,50,240,27,2.05,0.4,440.73,958.1
SO - 0005824,Online,WARE-XYS1001,01/12/2019,08/04/2020,25/04/2020,05/05/2020,USD,15,21,6,19,1.02,0.07,778.54,1112.2
SO - 0005825,Online,WARE-PUJ1005,01/12/2019,09/04/2020,26/04/2020,27/04/2020,USD,12,26,301,25,3.97,0.1,906.91,1889.4
SO - 0005826,In-Store,WARE-PUJ1005,01/12/2019,09/04/2020,12/04/2020,13/04/2020,USD,5,31,268,22,1.02,0.07,745.17,1112.2
SO - 0005827,Online,WARE-XYS1001,01/12/2019,09/04/2020,04/05/2020,08/05/2020,USD,17,37,57,11,5.99,0.15,203.68,268
SO - 0005828,Online,WARE-PUJ1005,01/12/2019,09/04/2020,17/04/2020,24/04/2020,USD,16,5,323,38,1.02,0.4,2199.74,3437.1
SO - 0005829,In-Store,WARE-NMK1003,01/12/2019,09/04/2020,07/05/2020,10/05/2020,USD,5,47,135,17,6.97,0.15,574.06,1125.6
SO - 0005830,In-Store,WARE-PUJ1005,01/12/2019,09/04/2020,27/04/2020,07/05/2020,USD,12,5,305,5,0.99,0.15,722.73,1078.7
SO - 0005831,Online,WARE-PUJ1005,01/12/2019,10/04/2020,06/05/2020,07/05/2020,USD,17,14,317,3,5.97,0.1,176.88,268
SO - 0005832,Online,WARE-MKL1006,01/12/2019,10/04/2020,01/05/2020,11/05/2020,USD,18,41,353,12,4,0.05,1122.25,2244.5
SO - 0005833,In-Store,WARE-PUJ1005,01/12/2019,10/04/2020,26/04/2020,01/05/2020,USD,4,9,283,22,7.99,0.08,1690.41,2914.5
SO - 0005834,In-Store,WARE-XYS1001,01/12/2019,10/04/2020,30/04/2020,09/05/2020,USD,12,28,5,30,1.01,0.08,2538.97,3906.1
SO - 0005835,In-Store,WARE-NMK1003,01/12/2019,10/04/2020,16/04/2020,25/04/2020,USD,9,32,160,13,2.02,0.3,709.87,1092.1
SO - 0005836,Online,WARE-XYS1001,01/12/2019,10/04/2020,28/04/2020,08/05/2020,USD,14,35,42,30,0.96,0.2,569.5,670
SO - 0005837,Distributor,WARE-MKL1006,01/12/2019,10/04/2020,16/04/2020,18/04/2020,USD,22,41,340,26,8,0.08,660.49,1246.2
SO - 0005838,In-Store,WARE-PUJ1005,01/12/2019,10/04/2020,28/04/2020,29/04/2020,USD,6,2,313,45,4.01,0.1,2817.22,3859.2
SO - 0005839,In-Store,WARE-NBV1002,01/12/2019,10/04/2020,12/04/2020,15/04/2020,USD,1,16,81,39,4.99,0.07,2865.72,3872.6
SO - 0005840,Online,WARE-XYS1001,01/12/2019,10/04/2020,04/05/2020,13/05/2020,USD,12,33,34,29,7.03,0.08,488.83,857.6
SO - 0005841,Wholesale,WARE-NMK1003,01/12/2019,11/04/2020,23/04/2020,26/04/2020,USD,27,10,87,42,1,0.3,163.48,268
SO - 0005842,Distributor,WARE-NMK1003,01/12/2019,11/04/2020,14/04/2020,18/04/2020,USD,24,17,174,14,5.98,0.05,155.31,254.6
SO - 0005843,Distributor,WARE-PUJ1005,01/12/2019,11/04/2020,27/04/2020,06/05/2020,USD,21,19,329,44,5.01,0.15,1041.18,2479
SO - 0005844,Online,WARE-UHY1004,01/12/2019,11/04/2020,15/04/2020,17/04/2020,USD,13,39,257,7,1.97,0.08,1127.61,2211
SO - 0005845,Online,WARE-PUJ1005,01/12/2019,11/04/2020,04/05/2020,08/05/2020,USD,16,10,289,1,4.03,0.05,1688.4,2412
SO - 0005846,In-Store,WARE-MKL1006,01/12/2019,11/04/2020,20/04/2020,23/04/2020,USD,7,31,361,8,1,0.08,1280.57,1855.9
SO - 0005847,In-Store,WARE-NBV1002,01/12/2019,11/04/2020,16/04/2020,18/04/2020,USD,5,50,87,39,2,0.07,2482.35,3819
SO - 0005848,Online,WARE-NMK1003,01/12/2019,11/04/2020,23/04/2020,30/04/2020,USD,14,43,144,4,6.04,0.1,780.22,917.9
SO - 0005849,Online,WARE-PUJ1005,01/12/2019,11/04/2020,04/05/2020,07/05/2020,USD,16,18,282,25,1.95,0.1,1662.67,3778.8
SO - 0005850,Wholesale,WARE-XYS1001,01/12/2019,12/04/2020,21/04/2020,30/04/2020,USD,28,3,15,37,4.02,0.15,2665.26,3919.5
SO - 0005851,Distributor,WARE-NMK1003,01/12/2019,12/04/2020,09/05/2020,19/05/2020,USD,24,5,90,36,5.95,0.07,917.36,1092.1
SO - 0005852,In-Store,WARE-XYS1001,01/12/2019,12/04/2020,29/04/2020,06/05/2020,USD,2,23,7,13,2.01,0.05,750.4,938
SO - 0005853,In-Store,WARE-NBV1002,01/12/2019,12/04/2020,02/05/2020,05/05/2020,USD,10,9,86,15,1,0.15,1077.36,2244.5
SO - 0005854,Online,WARE-PUJ1005,01/12/2019,12/04/2020,04/05/2020,10/05/2020,USD,16,50,314,26,1.06,0.05,1215.92,2338.3
SO - 0005855,Online,WARE-NMK1003,01/12/2019,12/04/2020,25/04/2020,30/04/2020,USD,15,16,155,12,7.05,0.05,2456.62,3899.4
SO - 0005856,Wholesale,WARE-PUJ1005,01/12/2019,12/04/2020,27/04/2020,28/04/2020,USD,28,45,303,30,0.99,0.07,852.04,1051.9
SO - 0005857,In-Store,WARE-XYS1001,01/12/2019,12/04/2020,15/04/2020,25/04/2020,USD,3,36,4,43,4.96,0.2,600.32,1072
SO - 0005858,Wholesale,WARE-NBV1002,01/12/2019,13/04/2020,28/04/2020,30/04/2020,USD,27,4,84,45,7.97,0.1,955.15,1768.8
SO - 0005859,Distributor,WARE-NMK1003,01/12/2019,13/04/2020,06/05/2020,14/05/2020,USD,21,14,158,32,3.97,0.15,144.72,180.9
SO - 0005860,Online,WARE-UHY1004,01/12/2019,13/04/2020,05/05/2020,07/05/2020,USD,17,36,260,32,7,0.2,161.6,241.2
SO - 0005861,Online,WARE-MKL1006,01/12/2019,13/04/2020,11/05/2020,14/05/2020,USD,20,20,342,6,1,0.07,972.04,1869.3
SO - 0005862,In-Store,WARE-MKL1006,01/12/2019,13/04/2020,30/04/2020,09/05/2020,USD,3,41,362,30,1.99,0.08,2366.17,2921.2
SO - 0005863,Distributor,WARE-PUJ1005,10/03/2020,14/04/2020,18/04/2020,28/04/2020,USD,24,47,300,46,6.97,0.05,1059.4,1795.6
SO - 0005864,In-Store,WARE-PUJ1005,01/12/2019,14/04/2020,16/04/2020,19/04/2020,USD,1,17,284,7,3.01,0.1,492.05,911.2
SO - 0005865,Online,WARE-NMK1003,01/12/2019,14/04/2020,25/04/2020,30/04/2020,USD,18,5,101,45,7.01,0.05,2632.56,5601.2
SO - 0005866,In-Store,WARE-UHY1004,01/12/2019,14/04/2020,07/05/2020,11/05/2020,USD,1,20,229,32,1.95,0.05,3028.47,5313.1
SO - 0005867,Wholesale,WARE-NBV1002,01/12/2019,14/04/2020,08/05/2020,16/05/2020,USD,28,18,68,30,3.99,0.2,773.45,991.6
SO - 0005868,Online,WARE-XYS1001,01/12/2019,14/04/2020,27/04/2020,30/04/2020,USD,19,42,25,4,8,0.05,2126.38,2994.9
SO - 0005869,In-Store,WARE-NMK1003,01/12/2019,14/04/2020,27/04/2020,30/04/2020,USD,9,25,166,32,7.98,0.05,1201.98,2003.3
SO - 0005870,In-Store,WARE-NBV1002,01/12/2019,14/04/2020,08/05/2020,11/05/2020,USD,2,32,69,10,3.04,0.05,713.35,1132.3
SO - 0005871,Distributor,WARE-NMK1003,01/12/2019,14/04/2020,01/05/2020,03/05/2020,USD,21,32,173,2,2.98,0.2,743.7,991.6
SO - 0005872,In-Store,WARE-UHY1004,01/12/2019,14/04/2020,21/04/2020,22/04/2020,USD,7,14,217,42,4.02,0.15,549.94,1018.4
SO - 0005873,Online,WARE-MKL1006,01/12/2019,14/04/2020,22/04/2020,02/05/2020,USD,19,30,365,15,2.02,0.08,496.87,690.1
SO - 0005874,In-Store,WARE-NMK1003,01/12/2019,15/04/2020,07/05/2020,13/05/2020,USD,5,14,149,14,7.98,0.1,1275.95,1849.2
SO - 0005875,In-Store,WARE-NMK1003,10/03/2020,15/04/2020,19/04/2020,28/04/2020,USD,11,6,191,46,0.97,0.07,1902.8,2378.5
SO - 0005876,Online,WARE-UHY1004,10/03/2020,15/04/2020,21/04/2020,25/04/2020,USD,19,47,221,42,6,0.08,2767.1,3953
SO - 0005877,Online,WARE-PUJ1005,01/12/2019,15/04/2020,27/04/2020,05/05/2020,USD,19,32,272,12,7.98,0.3,793.28,1072
SO - 0005878,Distributor,WARE-XYS1001,01/12/2019,15/04/2020,12/05/2020,16/05/2020,USD,21,24,35,42,4.98,0.2,120.47,207.7
SO - 0005879,In-Store,WARE-MKL1006,01/12/2019,15/04/2020,27/04/2020,28/04/2020,USD,4,42,344,13,6,0.07,109.34,227.8
SO - 0005880,In-Store,WARE-XYS1001,01/12/2019,15/04/2020,11/05/2020,13/05/2020,USD,11,50,33,47,5,0.4,1348.11,2365.1
SO - 0005881,Online,WARE-NMK1003,01/12/2019,16/04/2020,22/04/2020,27/04/2020,USD,19,3,98,4,8.04,0.05,2149.9,5118.8
SO - 0005882,Online,WARE-PUJ1005,01/12/2019,16/04/2020,29/04/2020,02/05/2020,USD,13,32,294,11,1,0.07,3743.49,6344.9
SO - 0005883,In-Store,WARE-NBV1002,10/03/2020,16/04/2020,06/05/2020,16/05/2020,USD,4,12,64,1,2.96,0.05,1539.66,2566.1
SO - 0005884,In-Store,WARE-NMK1003,01/12/2019,16/04/2020,11/05/2020,17/05/2020,USD,4,22,202,31,4.98,0.15,1180,1735.3
SO - 0005885,In-Store,WARE-UHY1004,10/03/2020,16/04/2020,03/05/2020,11/05/2020,USD,11,49,234,37,1.98,0.05,634.09,1132.3
SO - 0005886,Online,WARE-UHY1004,01/12/2019,17/04/2020,03/05/2020,04/05/2020,USD,18,16,254,22,5.05,0.07,145.93,221.1
SO - 0005887,Distributor,WARE-PUJ1005,01/12/2019,17/04/2020,02/05/2020,03/05/2020,USD,24,6,298,30,3,0.07,514.96,1226.1
SO - 0005888,Online,WARE-XYS1001,01/12/2019,17/04/2020,15/05/2020,25/05/2020,USD,17,12,8,2,5.98,0.05,3140.96,3926.2
SO - 0005889,Online,WARE-NMK1003,01/12/2019,17/04/2020,14/05/2020,20/05/2020,USD,17,31,114,4,5.03,0.05,1696.84,2532.6
SO - 0005890,Online,WARE-UHY1004,01/12/2019,17/04/2020,08/05/2020,10/05/2020,USD,16,31,241,19,6.99,0.08,901.49,2003.3
SO - 0005891,Online,WARE-NBV1002,01/12/2019,17/04/2020,09/05/2020,12/05/2020,USD,19,40,68,26,4.02,0.1,1654.63,1969.8
SO - 0005892,Online,WARE-NMK1003,01/12/2019,17/04/2020,05/05/2020,10/05/2020,USD,14,32,122,25,1.01,0.1,193.36,247.9
SO - 0005893,Distributor,WARE-NMK1003,01/12/2019,17/04/2020,10/05/2020,11/05/2020,USD,23,12,140,9,7.01,0.1,1514.87,1782.2
SO - 0005894,In-Store,WARE-PUJ1005,01/12/2019,18/04/2020,01/05/2020,04/05/2020,USD,7,30,280,27,3,0.1,2234.45,3852.5
SO - 0005895,Wholesale,WARE-NBV1002,01/12/2019,18/04/2020,12/05/2020,13/05/2020,USD,27,34,69,39,5,0.3,4863.53,5721.8
SO - 0005896,In-Store,WARE-UHY1004,01/12/2019,18/04/2020,04/05/2020,05/05/2020,USD,2,44,223,21,6.99,0.05,1642.97,2452.2
SO - 0005897,In-Store,WARE-MKL1006,01/12/2019,18/04/2020,05/05/2020,08/05/2020,USD,9,8,363,25,3.01,0.08,548.86,857.6
SO - 0005898,In-Store,WARE-PUJ1005,01/12/2019,18/04/2020,15/05/2020,22/05/2020,USD,10,4,314,33,1.99,0.1,175.07,261.3
SO - 0005899,Wholesale,WARE-NMK1003,01/12/2019,18/04/2020,26/04/2020,02/05/2020,USD,26,39,125,14,4.99,0.05,2791.09,5266.2
SO - 0005900,Online,WARE-XYS1001,01/12/2019,18/04/2020,25/04/2020,28/04/2020,USD,12,5,22,41,1.04,0.05,2849.38,5936.2
SO - 0005901,Online,WARE-XYS1001,01/12/2019,18/04/2020,05/05/2020,06/05/2020,USD,14,5,30,1,3.98,0.1,1843.24,3021.7
SO - 0005902,In-Store,WARE-NMK1003,01/12/2019,18/04/2020,11/05/2020,14/05/2020,USD,11,35,169,4,6,0.2,804,1005
SO - 0005903,In-Store,WARE-NBV1002,01/12/2019,19/04/2020,11/05/2020,18/05/2020,USD,10,44,61,34,4.98,0.07,1236.15,2472.3
SO - 0005904,Online,WARE-MKL1006,01/12/2019,19/04/2020,14/05/2020,17/05/2020,USD,16,20,364,1,6.99,0.07,495.26,1031.8
SO - 0005905,In-Store,WARE-NMK1003,01/12/2019,19/04/2020,02/05/2020,12/05/2020,USD,5,40,117,20,2.99,0.2,576.67,1011.7
SO - 0005906,In-Store,WARE-PUJ1005,01/12/2019,19/04/2020,13/05/2020,22/05/2020,USD,8,3,329,27,3.99,0.3,1618.92,2217.7
SO - 0005907,Wholesale,WARE-UHY1004,10/03/2020,19/04/2020,15/05/2020,21/05/2020,USD,26,27,260,20,5.03,0.07,533.05,1045.2
SO - 0005908,In-Store,WARE-XYS1001,01/12/2019,20/04/2020,27/04/2020,07/05/2020,USD,9,14,23,28,3.02,0.4,945.5,1313.2
SO - 0005909,Online,WARE-NMK1003,01/12/2019,20/04/2020,14/05/2020,17/05/2020,USD,19,40,101,44,2.99,0.07,1813.82,3859.2
SO - 0005910,Distributor,WARE-PUJ1005,10/03/2020,20/04/2020,12/05/2020,22/05/2020,USD,25,22,264,29,6,0.1,3866.03,6552.6
SO - 0005911,In-Store,WARE-NMK1003,01/12/2019,20/04/2020,23/04/2020,02/05/2020,USD,10,35,144,44,8.01,0.05,965.07,1855.9
SO - 0005912,Distributor,WARE-PUJ1005,01/12/2019,20/04/2020,17/05/2020,23/05/2020,USD,22,15,299,24,6.99,0.1,150.08,214.4
SO - 0005913,Online,WARE-MKL1006,10/03/2020,20/04/2020,26/04/2020,30/04/2020,USD,13,25,341,6,1.01,0.2,673.22,1051.9
SO - 0005914,In-Store,WARE-NMK1003,10/03/2020,20/04/2020,13/05/2020,18/05/2020,USD,2,16,118,24,5.98,0.2,1006.54,1212.7
SO - 0005915,In-Store,WARE-XYS1001,01/12/2019,20/04/2020,18/05/2020,20/05/2020,USD,8,15,33,4,3.97,0.07,1748.7,3886
SO - 0005916,Distributor,WARE-NMK1003,10/03/2020,20/04/2020,05/05/2020,13/05/2020,USD,24,46,145,39,3.03,0.15,2555.92,5808.9
SO - 0005917,Distributor,WARE-NMK1003,01/12/2019,21/04/2020,27/04/2020,03/05/2020,USD,23,28,127,4,6.99,0.15,126.3,194.3
SO - 0005918,Distributor,WARE-PUJ1005,10/03/2020,21/04/2020,13/05/2020,21/05/2020,USD,23,31,307,3,7,0.1,760.58,1768.8
SO - 0005919,Wholesale,WARE-NMK1003,10/03/2020,21/04/2020,28/04/2020,07/05/2020,USD,28,14,178,12,8.03,0.1,2159.95,3999.9
SO - 0005920,Wholesale,WARE-UHY1004,10/03/2020,21/04/2020,04/05/2020,14/05/2020,USD,28,35,232,47,2.99,0.07,2756.38,3242.8
SO - 0005921,Wholesale,WARE-UHY1004,10/03/2020,21/04/2020,10/05/2020,14/05/2020,USD,26,20,230,38,5.99,0.15,1796.27,2566.1
SO - 0005922,Distributor,WARE-NMK1003,01/12/2019,22/04/2020,12/05/2020,19/05/2020,USD,25,40,103,21,4.99,0.15,708.19,1011.7
SO - 0005923,Online,WARE-UHY1004,10/03/2020,22/04/2020,26/04/2020,03/05/2020,USD,19,36,218,41,2,0.05,437.18,971.5
SO - 0005924,Online,WARE-NMK1003,01/12/2019,22/04/2020,05/05/2020,06/05/2020,USD,13,30,97,14,1,0.08,2434.18,5179.1
