OrderNumber,Sales Channel,WarehouseCode,ProcuredDate,OrderDate,ShipDate,DeliveryDate,Delivery_days,CurrencyCode,_SalesTeamID,_CustomerID,_StoreID,_ProductID,Order Quantity,Discount Applied,Unit Cost(In USD),Unit Price(in USD),USD_rate,Unit_priceinINR,Unit_costinINR
SO - 0002353,Online,WARE-UHY1004,27-Oct-2018,16-Feb-2019,5-Mar-2019,11-Mar-2019,6,USD,19,3,225,37,6,0.075,"1,457.92","1,822.40",88,160371.2,128296.96
SO - 0002354,Distributor,WARE-UHY1004,27-Oct-2018,16-Feb-2019,1-Mar-2019,2-Mar-2019,1,USD,24,4,220,4,8,0.1,"1,344.02","2,278.00",88,200464,118273.76
SO - 0002355,In-Store,WARE-PUJ1005,27-Oct-2018,16-Feb-2019,24-Feb-2019,25-Feb-2019,1,USD,10,3,285,6,5,0.1,120.6,167.5,88,14740,10612.8
SO - 0002356,Wholesale,WARE-NMK1003,27-Oct-2018,16-Feb-2019,5-Mar-2019,11-Mar-2019,6,USD,28,47,105,41,6,0.15,512.55,683.4,88,60139.2,45104.4
SO - 0002357,Wholesale,WARE-NMK1003,27-Oct-2018,16-Feb-2019,1-Mar-2019,4-Mar-2019,3,USD,28,3,119,1,8,0.075,748.66,"1,011.70",88,89029.6,65882.08
SO - 0002358,Distributor,WARE-NMK1003,27-Oct-2018,16-Feb-2019,4-Mar-2019,9-Mar-2019,5,USD,23,49,165,29,1,0.075,"1,512.19","2,479.00",88,218152,133072.72
SO - 0002359,Distributor,WARE-NMK1003,27-Oct-2018,16-Feb-2019,4-Mar-2019,14-Mar-2019,10,USD,25,1,196,9,4,0.3,"1,881.56","2,726.90",88,239967.2,165577.28
SO - 0002360,In-Store,WARE-NMK1003,27-Oct-2018,17-Feb-2019,26-Feb-2019,27-Feb-2019,1,USD,6,17,120,1,2,0.05,906.31,"1,118.90",88,98463.2,79755.28
SO - 0002361,In-Store,WARE-NMK1003,27-Oct-2018,17-Feb-2019,27-Feb-2019,28-Feb-2019,1,USD,4,11,183,38,1,0.05,"1,010.96","1,279.70",88,112613.6,88964.48
SO - 0002362,In-Store,WARE-NMK1003,27-Oct-2018,17-Feb-2019,8-Mar-2019,12-Mar-2019,4,USD,10,25,106,41,2,0.1,"3,292.38","3,919.50",88,344916,289729.44
SO - 0002363,Online,WARE-NBV1002,27-Oct-2018,17-Feb-2019,12-Mar-2019,17-Mar-2019,5,USD,14,33,72,35,4,0.075,835.16,"1,855.90",88,163319.2,73494.08
SO - 0002364,Wholesale,WARE-XYS1001,27-Oct-2018,17-Feb-2019,10-Mar-2019,11-Mar-2019,1,USD,27,7,26,25,2,0.05,"1,423.88","1,849.20",88,162729.6,125301.44
SO - 0002365,In-Store,WARE-NMK1003,27-Oct-2018,17-Feb-2019,22-Feb-2019,1-Mar-2019,7,USD,10,46,120,45,1,0.2,"2,636.45","5,272.90",88,464015.2,232007.6
SO - 0002366,In-Store,WARE-PUJ1005,27-Oct-2018,17-Feb-2019,21-Feb-2019,1-Mar-2019,8,USD,11,21,311,25,5,0.05,141.84,194.3,88,17098.4,12481.92
SO - 0002367,Online,WARE-UHY1004,27-Oct-2018,17-Feb-2019,27-Feb-2019,7-Mar-2019,8,USD,19,9,227,33,5,0.05,643.87,"1,038.50",88,91388,56660.56
SO - 0002368,Distributor,WARE-PUJ1005,27-Oct-2018,17-Feb-2019,17-Mar-2019,27-Mar-2019,10,USD,22,5,278,12,2,0.05,"2,375.82","5,279.60",88,464604.8,209072.16
SO - 0002369,In-Store,WARE-UHY1004,27-Oct-2018,17-Feb-2019,7-Mar-2019,13-Mar-2019,6,USD,2,45,247,15,8,0.2,"2,111.91","3,705.10",88,326048.8,185848.08
SO - 0002370,In-Store,WARE-PUJ1005,27-Oct-2018,17-Feb-2019,26-Feb-2019,28-Feb-2019,2,USD,3,13,318,6,5,0.15,101.04,194.3,88,17098.4,8891.52
SO - 0002371,In-Store,WARE-UHY1004,27-Oct-2018,17-Feb-2019,2-Mar-2019,11-Mar-2019,9,USD,6,27,237,7,1,0.05,879.04,"1,098.80",88,96694.4,77355.52
SO - 0002372,In-Store,WARE-UHY1004,27-Oct-2018,17-Feb-2019,10-Mar-2019,16-Mar-2019,6,USD,11,27,242,21,7,0.075,"1,409.68","1,762.10",88,155064.8,124051.84
SO - 0002373,Distributor,WARE-NMK1003,27-Oct-2018,17-Feb-2019,16-Mar-2019,19-Mar-2019,3,USD,22,9,94,17,5,0.05,101.04,174.2,88,15329.6,8891.52
SO - 0002374,Online,WARE-NMK1003,27-Oct-2018,17-Feb-2019,27-Feb-2019,9-Mar-2019,10,USD,18,40,177,12,5,0.05,"1,591.32","2,525.90",88,222279.2,140036.16
SO - 0002375,Wholesale,WARE-MKL1006,27-Oct-2018,18-Feb-2019,16-Mar-2019,20-Mar-2019,4,USD,28,50,344,6,3,0.05,"1,256.92","1,876.00",88,165088,110608.96
SO - 0002376,In-Store,WARE-UHY1004,27-Oct-2018,18-Feb-2019,12-Mar-2019,22-Mar-2019,10,USD,7,3,227,26,5,0.15,718.24,897.8,88,79006.4,63205.12
SO - 0002377,Wholesale,WARE-XYS1001,27-Oct-2018,18-Feb-2019,27-Feb-2019,8-Mar-2019,9,USD,27,5,48,7,4,0.075,455.87,844.2,88,74289.6,40116.56
SO - 0002378,In-Store,WARE-PUJ1005,27-Oct-2018,18-Feb-2019,12-Mar-2019,20-Mar-2019,8,USD,1,42,318,41,7,0.1,"2,202.42","3,932.90",88,346095.2,193812.96
SO - 0002379,In-Store,WARE-XYS1001,27-Oct-2018,18-Feb-2019,27-Feb-2019,7-Mar-2019,8,USD,3,39,15,31,1,0.075,"2,519.94","3,999.90",88,351991.2,221754.72
SO - 0002380,In-Store,WARE-PUJ1005,27-Oct-2018,18-Feb-2019,5-Mar-2019,10-Mar-2019,5,USD,1,17,293,4,3,0.05,820.08,964.8,88,84902.4,72167.04
SO - 0002381,In-Store,WARE-NMK1003,27-Oct-2018,18-Feb-2019,3-Mar-2019,4-Mar-2019,1,USD,11,33,132,19,4,0.1,"1,462.61","1,976.50",88,173932,128709.68
SO - 0002382,Online,WARE-XYS1001,27-Oct-2018,19-Feb-2019,2-Mar-2019,11-Mar-2019,9,USD,15,9,41,39,8,0.075,401.06,978.2,88,86081.6,35293.28
SO - 0002383,In-Store,WARE-PUJ1005,27-Oct-2018,19-Feb-2019,5-Mar-2019,11-Mar-2019,6,USD,10,50,268,46,3,0.15,"3,023.04","3,778.80",88,332534.4,266027.52
SO - 0002384,Online,WARE-UHY1004,27-Oct-2018,19-Feb-2019,16-Mar-2019,25-Mar-2019,9,USD,13,17,258,42,1,0.075,967.61,"1,165.80",88,102590.4,85149.68
SO - 0002385,Distributor,WARE-MKL1006,27-Oct-2018,19-Feb-2019,23-Feb-2019,1-Mar-2019,6,USD,21,4,367,44,8,0.1,887.35,"1,152.40",88,101411.2,78086.8
SO - 0002386,Distributor,WARE-NMK1003,27-Oct-2018,19-Feb-2019,5-Mar-2019,13-Mar-2019,8,USD,23,46,143,33,8,0.1,522.6,"1,045.20",88,91977.6,45988.8
SO - 0002387,Distributor,WARE-UHY1004,27-Oct-2018,19-Feb-2019,19-Mar-2019,20-Mar-2019,1,USD,23,44,208,5,3,0.15,"3,767.21","6,385.10",88,561888.8,331514.48
SO - 0002388,Online,WARE-NMK1003,27-Oct-2018,19-Feb-2019,24-Feb-2019,28-Feb-2019,4,USD,12,31,162,25,1,0.075,"1,423.95","2,686.70",88,236429.6,125307.6
SO - 0002389,In-Store,WARE-NMK1003,27-Oct-2018,20-Feb-2019,26-Feb-2019,27-Feb-2019,1,USD,4,35,102,14,5,0.05,"3,201.73","6,277.90",88,552455.2,281752.24
SO - 0002390,Wholesale,WARE-NMK1003,27-Oct-2018,20-Feb-2019,4-Mar-2019,6-Mar-2019,2,USD,26,49,117,45,8,0.075,857.73,"1,159.10",88,102000.8,75480.24
SO - 0002391,Online,WARE-PUJ1005,27-Oct-2018,20-Feb-2019,3-Mar-2019,7-Mar-2019,4,USD,19,12,274,24,8,0.15,671.34,"1,118.90",88,98463.2,59077.92
SO - 0002392,In-Store,WARE-NMK1003,27-Oct-2018,20-Feb-2019,10-Mar-2019,15-Mar-2019,5,USD,8,3,92,3,1,0.05,844.2,"1,340.00",88,117920,74289.6
SO - 0002393,In-Store,WARE-XYS1001,27-Oct-2018,20-Feb-2019,13-Mar-2019,17-Mar-2019,4,USD,11,46,21,31,7,0.05,"1,841.96","2,331.60",88,205180.8,162092.48
SO - 0002394,In-Store,WARE-UHY1004,27-Oct-2018,20-Feb-2019,8-Mar-2019,16-Mar-2019,8,USD,4,43,228,8,4,0.05,"1,406.73","2,425.40",88,213435.2,123792.24
SO - 0002395,Online,WARE-NBV1002,27-Oct-2018,20-Feb-2019,22-Feb-2019,2-Mar-2019,8,USD,16,10,61,11,8,0.075,688.02,"1,092.10",88,96104.8,60545.76
SO - 0002396,In-Store,WARE-NMK1003,27-Oct-2018,20-Feb-2019,15-Mar-2019,25-Mar-2019,10,USD,11,36,91,46,8,0.15,614.99,917.9,88,80775.2,54119.12
SO - 0002397,In-Store,WARE-NMK1003,27-Oct-2018,20-Feb-2019,12-Mar-2019,17-Mar-2019,5,USD,2,34,197,43,7,0.1,85.16,207.7,88,18277.6,7494.08
SO - 0002398,In-Store,WARE-XYS1001,27-Oct-2018,20-Feb-2019,20-Mar-2019,27-Mar-2019,7,USD,4,32,4,33,8,0.05,"1,637.21","1,996.60",88,175700.8,144074.48
SO - 0002399,Online,WARE-PUJ1005,27-Oct-2018,20-Feb-2019,13-Mar-2019,14-Mar-2019,1,USD,19,2,278,5,7,0.1,103.18,234.5,88,20636,9079.84
SO - 0002400,In-Store,WARE-NMK1003,27-Oct-2018,21-Feb-2019,24-Feb-2019,1-Mar-2019,5,USD,2,49,168,17,1,0.1,693.45,"1,005.00",88,88440,61023.6
SO - 0002401,In-Store,WARE-NBV1002,27-Oct-2018,21-Feb-2019,8-Mar-2019,17-Mar-2019,9,USD,6,46,77,6,6,0.075,"4,060.60","5,487.30",88,482882.4,357332.8
SO - 0002402,Online,WARE-NMK1003,27-Oct-2018,21-Feb-2019,10-Mar-2019,16-Mar-2019,6,USD,13,12,119,19,6,0.05,"3,585.84","5,976.40",88,525923.2,315553.92
SO - 0002403,Online,WARE-XYS1001,27-Oct-2018,21-Feb-2019,26-Feb-2019,5-Mar-2019,7,USD,19,25,21,12,8,0.2,619.08,884.4,88,77827.2,54479.04
SO - 0002404,Online,WARE-XYS1001,27-Oct-2018,21-Feb-2019,1-Mar-2019,11-Mar-2019,10,USD,15,44,27,16,7,0.15,"4,802.69","6,157.30",88,541842.4,422636.72
SO - 0002405,Wholesale,WARE-XYS1001,27-Oct-2018,22-Feb-2019,14-Mar-2019,20-Mar-2019,6,USD,27,23,22,6,1,0.3,694.66,964.8,88,84902.4,61130.08
SO - 0002406,In-Store,WARE-MKL1006,27-Oct-2018,22-Feb-2019,16-Mar-2019,22-Mar-2019,6,USD,8,50,340,39,8,0.1,"1,557.08","3,892.70",88,342557.6,137023.04
SO - 0002407,In-Store,WARE-XYS1001,27-Oct-2018,22-Feb-2019,19-Mar-2019,21-Mar-2019,2,USD,10,12,17,42,4,0.075,179.96,227.8,88,20046.4,15836.48
SO - 0002408,In-Store,WARE-MKL1006,27-Oct-2018,22-Feb-2019,17-Mar-2019,26-Mar-2019,9,USD,7,44,358,40,5,0.05,991.6,"1,340.00",88,117920,87260.8
SO - 0002409,Online,WARE-XYS1001,27-Oct-2018,22-Feb-2019,10-Mar-2019,19-Mar-2019,9,USD,17,6,6,21,4,0.075,773.85,"1,105.50",88,97284,68098.8
SO - 0002410,In-Store,WARE-NMK1003,27-Oct-2018,22-Feb-2019,26-Feb-2019,4-Mar-2019,6,USD,8,18,124,23,5,0.05,624.57,"1,058.60",88,93156.8,54962.16
SO - 0002411,Wholesale,WARE-NBV1002,27-Oct-2018,22-Feb-2019,11-Mar-2019,14-Mar-2019,3,USD,28,23,80,16,3,0.05,"2,619.70","5,695.00",88,501160,230533.6
SO - 0002412,Online,WARE-NMK1003,27-Oct-2018,22-Feb-2019,18-Mar-2019,19-Mar-2019,1,USD,17,31,179,27,2,0.15,719.85,"1,058.60",88,93156.8,63346.8
SO - 0002413,Distributor,WARE-UHY1004,27-Oct-2018,22-Feb-2019,18-Mar-2019,26-Mar-2019,8,USD,22,47,242,20,6,0.075,475.37,"1,105.50",88,97284,41832.56
SO - 0002414,Distributor,WARE-XYS1001,27-Oct-2018,23-Feb-2019,13-Mar-2019,22-Mar-2019,9,USD,25,46,50,19,8,0.15,553.96,"1,045.20",88,91977.6,48748.48
SO - 0002415,Online,WARE-MKL1006,27-Oct-2018,23-Feb-2019,25-Feb-2019,2-Mar-2019,5,USD,17,45,334,11,3,0.075,"1,061.28","1,768.80",88,155654.4,93392.64
SO - 0002416,Online,WARE-NMK1003,27-Oct-2018,23-Feb-2019,2-Mar-2019,6-Mar-2019,4,USD,19,8,148,4,7,0.05,393.96,804,88,70752,34668.48
SO - 0002417,In-Store,WARE-NBV1002,27-Oct-2018,23-Feb-2019,8-Mar-2019,12-Mar-2019,4,USD,7,44,62,28,6,0.05,101.3,241.2,88,21225.6,8914.4
SO - 0002418,Distributor,WARE-XYS1001,27-Oct-2018,23-Feb-2019,10-Mar-2019,14-Mar-2019,4,USD,22,35,31,2,2,0.075,"2,292.74","3,953.00",88,347864,201761.12
SO - 0002419,Online,WARE-PUJ1005,27-Oct-2018,23-Feb-2019,6-Mar-2019,13-Mar-2019,7,USD,16,5,326,5,6,0.05,"3,078.72","6,036.70",88,531229.6,270927.36
SO - 0002420,In-Store,WARE-NMK1003,27-Oct-2018,23-Feb-2019,16-Mar-2019,17-Mar-2019,1,USD,8,16,91,16,1,0.15,"4,338.25","6,197.50",88,545380,381766
SO - 0002421,In-Store,WARE-NMK1003,27-Oct-2018,23-Feb-2019,26-Feb-2019,28-Feb-2019,2,USD,8,27,195,17,3,0.1,"3,818.60","6,472.20",88,569553.6,336036.8
SO - 0002422,Online,WARE-NMK1003,27-Oct-2018,23-Feb-2019,1-Mar-2019,6-Mar-2019,5,USD,13,32,195,13,5,0.3,"1,463.28","2,814.00",88,247632,128768.64
SO - 0002423,Online,WARE-NBV1002,27-Oct-2018,23-Feb-2019,10-Mar-2019,14-Mar-2019,4,USD,17,36,61,6,1,0.075,168.04,221.1,88,19456.8,14787.52
SO - 0002424,In-Store,WARE-PUJ1005,27-Oct-2018,23-Feb-2019,23-Mar-2019,28-Mar-2019,5,USD,10,15,292,21,3,0.075,"1,670.85","2,257.90",88,198695.2,147034.8
SO - 0002425,Wholesale,WARE-MKL1006,27-Oct-2018,24-Feb-2019,28-Feb-2019,10-Mar-2019,10,USD,26,15,366,40,6,0.05,"1,973.15","3,946.30",88,347274.4,173637.2
SO - 0002426,In-Store,WARE-XYS1001,27-Oct-2018,24-Feb-2019,5-Mar-2019,6-Mar-2019,1,USD,8,21,20,35,6,0.3,227.8,268,88,23584,20046.4
SO - 0002427,Distributor,WARE-XYS1001,27-Oct-2018,24-Feb-2019,13-Mar-2019,16-Mar-2019,3,USD,24,18,31,5,2,0.05,"4,549.30","6,499.00",88,571912,400338.4
SO - 0002428,Online,WARE-PUJ1005,27-Oct-2018,24-Feb-2019,20-Mar-2019,27-Mar-2019,7,USD,12,32,305,21,5,0.3,515.9,938,88,82544,45399.2
SO - 0002429,In-Store,WARE-PUJ1005,27-Oct-2018,24-Feb-2019,7-Mar-2019,17-Mar-2019,10,USD,8,33,284,3,3,0.15,450.24,938,88,82544,39621.12
SO - 0002430,Distributor,WARE-NMK1003,27-Oct-2018,25-Feb-2019,5-Mar-2019,14-Mar-2019,9,USD,21,20,125,24,5,0.15,595.76,"1,145.70",88,100821.6,52426.88
SO - 0002431,In-Store,WARE-UHY1004,27-Oct-2018,25-Feb-2019,22-Mar-2019,28-Mar-2019,6,USD,10,24,237,38,2,0.05,671.14,"1,065.30",88,93746.4,59060.32
SO - 0002432,Online,WARE-NBV1002,27-Oct-2018,25-Feb-2019,5-Mar-2019,9-Mar-2019,4,USD,18,16,60,35,1,0.1,"1,562.44","3,906.10",88,343736.8,137494.72
SO - 0002433,Distributor,WARE-MKL1006,27-Oct-2018,25-Feb-2019,18-Mar-2019,19-Mar-2019,1,USD,23,38,361,15,4,0.05,"2,922.81","3,845.80",88,338430.4,257207.28
SO - 0002434,Distributor,WARE-NMK1003,27-Oct-2018,25-Feb-2019,10-Mar-2019,15-Mar-2019,5,USD,21,47,120,35,4,0.1,"2,922.81","3,845.80",88,338430.4,257207.28
SO - 0002435,Online,WARE-XYS1001,27-Oct-2018,25-Feb-2019,12-Mar-2019,22-Mar-2019,10,USD,15,29,30,19,3,0.1,443.67,"1,031.80",88,90798.4,39042.96
SO - 0002436,Online,WARE-MKL1006,27-Oct-2018,25-Feb-2019,28-Feb-2019,8-Mar-2019,8,USD,19,7,332,15,1,0.15,"1,736.64","3,859.20",88,339609.6,152824.32
SO - 0002437,In-Store,WARE-PUJ1005,27-Oct-2018,25-Feb-2019,5-Mar-2019,7-Mar-2019,2,USD,11,13,319,37,1,0.05,589.73,"1,092.10",88,96104.8,51896.24
SO - 0002438,Online,WARE-UHY1004,27-Oct-2018,25-Feb-2019,6-Mar-2019,12-Mar-2019,6,USD,14,44,223,45,8,0.05,684.61,877.7,88,77237.6,60245.68
SO - 0002439,In-Store,WARE-UHY1004,27-Oct-2018,26-Feb-2019,6-Mar-2019,10-Mar-2019,4,USD,6,33,254,12,3,0.2,"1,047.55","1,775.50",88,156244,92184.4
SO - 0002440,In-Store,WARE-MKL1006,27-Oct-2018,26-Feb-2019,3-Mar-2019,4-Mar-2019,1,USD,1,18,356,31,5,0.05,"3,241.73","3,859.20",88,339609.6,285272.24
SO - 0002441,In-Store,WARE-NMK1003,27-Oct-2018,26-Feb-2019,14-Mar-2019,19-Mar-2019,5,USD,1,20,88,22,2,0.15,"1,295.04","2,539.30",88,223458.4,113963.52
SO - 0002442,In-Store,WARE-XYS1001,27-Oct-2018,26-Feb-2019,22-Mar-2019,28-Mar-2019,6,USD,8,18,20,9,7,0.2,"1,936.03","2,304.80",88,202822.4,170370.64
SO - 0002443,Distributor,WARE-MKL1006,27-Oct-2018,26-Feb-2019,11-Mar-2019,20-Mar-2019,9,USD,21,48,337,44,6,0.075,168.04,254.6,88,22404.8,14787.52
SO - 0002444,Distributor,WARE-PUJ1005,27-Oct-2018,27-Feb-2019,6-Mar-2019,10-Mar-2019,4,USD,25,32,311,24,7,0.05,440.59,917.9,88,80775.2,38771.92
SO - 0002445,In-Store,WARE-NBV1002,27-Oct-2018,27-Feb-2019,11-Mar-2019,21-Mar-2019,10,USD,12,15,68,13,5,0.075,814.05,"1,005.00",88,88440,71636.4
SO - 0002446,Distributor,WARE-PUJ1005,27-Oct-2018,27-Feb-2019,3-Mar-2019,8-Mar-2019,5,USD,23,36,263,34,3,0.05,891.9,"1,715.20",88,150937.6,78487.2
SO - 0002447,In-Store,WARE-UHY1004,27-Oct-2018,27-Feb-2019,27-Mar-2019,6-Apr-2019,10,USD,11,43,245,26,1,0.075,106.13,241.2,88,21225.6,9339.44
SO - 0002448,Online,WARE-UHY1004,27-Oct-2018,27-Feb-2019,14-Mar-2019,22-Mar-2019,8,USD,15,5,229,12,8,0.15,"2,569.45","3,953.00",88,347864,226111.6
SO - 0002449,In-Store,WARE-XYS1001,27-Oct-2018,27-Feb-2019,15-Mar-2019,24-Mar-2019,9,USD,6,30,8,25,5,0.075,641.59,"1,145.70",88,100821.6,56459.92
SO - 0002450,Online,WARE-MKL1006,27-Oct-2018,27-Feb-2019,12-Mar-2019,14-Mar-2019,2,USD,18,47,354,38,4,0.1,664.37,991.6,88,87260.8,58464.56
SO - 0002451,Distributor,WARE-MKL1006,27-Oct-2018,27-Feb-2019,14-Mar-2019,24-Mar-2019,10,USD,24,6,331,8,1,0.05,"2,012.61","3,946.30",88,347274.4,177109.68
SO - 0002452,Distributor,WARE-NBV1002,27-Oct-2018,27-Feb-2019,10-Mar-2019,15-Mar-2019,5,USD,21,41,87,11,8,0.075,871.87,"1,132.30",88,99642.4,76724.56
SO - 0002453,Distributor,WARE-NMK1003,27-Oct-2018,27-Feb-2019,6-Mar-2019,14-Mar-2019,8,USD,25,11,181,21,2,0.15,696.8,"1,072.00",88,94336,61318.4
SO - 0002454,Distributor,WARE-PUJ1005,27-Oct-2018,27-Feb-2019,17-Mar-2019,20-Mar-2019,3,USD,21,50,321,34,4,0.075,450.24,938,88,82544,39621.12
SO - 0002455,In-Store,WARE-NMK1003,27-Oct-2018,28-Feb-2019,9-Mar-2019,13-Mar-2019,4,USD,10,16,166,28,8,0.05,529.3,"1,058.60",88,93156.8,46578.4
SO - 0002456,In-Store,WARE-MKL1006,27-Oct-2018,28-Feb-2019,3-Mar-2019,7-Mar-2019,4,USD,2,17,366,25,3,0.075,"2,216.83","5,406.90",88,475807.2,195081.04
SO - 0002457,Distributor,WARE-NBV1002,27-Oct-2018,28-Feb-2019,27-Mar-2019,3-Apr-2019,7,USD,23,26,84,6,1,0.15,"4,025.29","5,514.10",88,485240.8,354225.52
SO - 0002458,Online,WARE-PUJ1005,27-Oct-2018,28-Feb-2019,3-Mar-2019,10-Mar-2019,7,USD,19,36,320,12,4,0.4,"1,422.28","2,452.20",88,215793.6,125160.64
SO - 0002459,Online,WARE-XYS1001,27-Oct-2018,28-Feb-2019,15-Mar-2019,16-Mar-2019,1,USD,18,28,39,21,8,0.05,"2,706.26","3,979.80",88,350222.4,238150.88
SO - 0002460,In-Store,WARE-NMK1003,27-Oct-2018,28-Feb-2019,24-Mar-2019,27-Mar-2019,3,USD,6,34,129,40,8,0.3,"5,288.51","6,371.70",88,560709.6,465388.88
SO - 0002461,Online,WARE-NMK1003,27-Oct-2018,28-Feb-2019,12-Mar-2019,19-Mar-2019,7,USD,13,27,163,34,4,0.1,"1,541.00","3,852.50",88,339020,135608
SO - 0002462,Online,WARE-UHY1004,27-Oct-2018,1-Mar-2019,22-Mar-2019,24-Mar-2019,2,USD,17,38,227,5,4,0.15,"2,433.84","2,968.10",88,261192.8,214177.92
SO - 0002463,Online,WARE-MKL1006,27-Oct-2018,1-Mar-2019,22-Mar-2019,31-Mar-2019,9,USD,13,21,344,18,6,0.1,"3,252.98","6,378.40",88,561299.2,286262.24
SO - 0002464,In-Store,WARE-MKL1006,27-Oct-2018,1-Mar-2019,16-Mar-2019,20-Mar-2019,4,USD,4,21,333,38,7,0.1,804.4,"1,165.80",88,102590.4,70787.2
SO - 0002465,Distributor,WARE-MKL1006,27-Oct-2018,1-Mar-2019,28-Mar-2019,2-Apr-2019,5,USD,25,31,329,33,3,0.05,586.12,"1,085.40",88,95515.2,51578.56
SO - 0002466,Wholesale,WARE-XYS1001,27-Oct-2018,1-Mar-2019,19-Mar-2019,26-Mar-2019,7,USD,26,44,58,38,6,0.075,994.28,"2,485.70",88,218741.6,87496.64
SO - 0002467,In-Store,WARE-PUJ1005,27-Oct-2018,1-Mar-2019,22-Mar-2019,1-Apr-2019,10,USD,2,9,320,30,5,0.05,"1,161.98","2,472.30",88,217562.4,102254.24
SO - 0002468,Wholesale,WARE-UHY1004,27-Oct-2018,1-Mar-2019,15-Mar-2019,23-Mar-2019,8,USD,27,4,250,16,4,0.1,"1,348.58","1,983.20",88,174521.6,118675.04
SO - 0002469,Online,WARE-XYS1001,27-Oct-2018,1-Mar-2019,10-Mar-2019,20-Mar-2019,10,USD,16,13,32,29,5,0.075,660.35,"1,031.80",88,90798.4,58110.8
SO - 0002470,Distributor,WARE-NMK1003,27-Oct-2018,1-Mar-2019,25-Mar-2019,4-Apr-2019,10,USD,20,24,113,37,6,0.15,786.92,"1,748.70",88,153885.6,69248.96
SO - 0002471,In-Store,WARE-NMK1003,27-Oct-2018,1-Mar-2019,24-Mar-2019,2-Apr-2019,9,USD,10,10,195,34,1,0.05,"2,090.40","2,680.00",88,235840,183955.2
SO - 0002472,In-Store,WARE-UHY1004,27-Oct-2018,1-Mar-2019,17-Mar-2019,20-Mar-2019,3,USD,9,39,232,17,3,0.05,"4,246.86","5,179.10",88,455760.8,373723.68
SO - 0002473,In-Store,WARE-UHY1004,27-Oct-2018,2-Mar-2019,16-Mar-2019,17-Mar-2019,1,USD,10,5,259,45,3,0.05,"1,918.88","2,398.60",88,211076.8,168861.44
SO - 0002474,In-Store,WARE-NMK1003,27-Oct-2018,2-Mar-2019,21-Mar-2019,27-Mar-2019,6,USD,1,17,107,31,6,0.2,"1,215.85","1,762.10",88,155064.8,106994.8
SO - 0002475,Online,WARE-NMK1003,27-Oct-2018,2-Mar-2019,15-Mar-2019,19-Mar-2019,4,USD,19,36,110,24,7,0.05,"4,333.56","5,628.00",88,495264,381353.28
SO - 0002476,Wholesale,WARE-NMK1003,27-Oct-2018,3-Mar-2019,9-Mar-2019,16-Mar-2019,7,USD,27,8,152,39,3,0.1,"3,480.11","5,272.90",88,464015.2,306249.68
SO - 0002477,Distributor,WARE-NMK1003,27-Oct-2018,3-Mar-2019,24-Mar-2019,27-Mar-2019,3,USD,22,18,129,13,2,0.1,"2,367.98","3,758.70",88,330765.6,208382.24
SO - 0002478,Distributor,WARE-UHY1004,27-Oct-2018,3-Mar-2019,15-Mar-2019,17-Mar-2019,2,USD,21,32,234,43,1,0.05,465.38,"1,011.70",88,89029.6,40953.44
SO - 0002479,Online,WARE-UHY1004,27-Oct-2018,3-Mar-2019,28-Mar-2019,7-Apr-2019,10,USD,14,39,242,24,4,0.15,"1,704.08","3,155.70",88,277701.6,149959.04
SO - 0002480,Online,WARE-NMK1003,27-Oct-2018,3-Mar-2019,28-Mar-2019,3-Apr-2019,6,USD,17,22,145,39,1,0.15,"3,257.54","5,922.80",88,521206.4,286663.52
SO - 0002481,Online,WARE-NMK1003,27-Oct-2018,3-Mar-2019,7-Mar-2019,17-Mar-2019,10,USD,18,20,173,25,8,0.075,"1,667.30","2,646.50",88,232892,146722.4
SO - 0002482,In-Store,WARE-NMK1003,27-Oct-2018,3-Mar-2019,28-Mar-2019,29-Mar-2019,1,USD,9,10,116,28,4,0.1,564.94,911.2,88,80185.6,49714.72
SO - 0002483,Wholesale,WARE-PUJ1005,27-Oct-2018,3-Mar-2019,30-Mar-2019,3-Apr-2019,4,USD,28,19,279,15,4,0.075,502.5,837.5,88,73700,44220
SO - 0002484,Wholesale,WARE-MKL1006,27-Oct-2018,4-Mar-2019,31-Mar-2019,5-Apr-2019,5,USD,27,45,343,5,5,0.1,924.6,"1,340.00",88,117920,81364.8
SO - 0002485,Online,WARE-UHY1004,27-Oct-2018,4-Mar-2019,31-Mar-2019,2-Apr-2019,2,USD,14,21,209,40,7,0.15,"2,389.89","2,914.50",88,256476,210310.32
SO - 0002486,In-Store,WARE-XYS1001,27-Oct-2018,4-Mar-2019,1-Apr-2019,6-Apr-2019,5,USD,7,5,47,23,6,0.1,721.19,"1,045.20",88,91977.6,63464.72
SO - 0002487,Distributor,WARE-NMK1003,27-Oct-2018,4-Mar-2019,12-Mar-2019,16-Mar-2019,4,USD,22,50,95,20,7,0.05,"1,968.19","3,859.20",88,339609.6,173200.72
SO - 0002488,In-Store,WARE-PUJ1005,27-Oct-2018,5-Mar-2019,22-Mar-2019,23-Mar-2019,1,USD,2,23,323,34,7,0.4,"4,552.65","6,070.20",88,534177.6,400633.2
SO - 0002489,In-Store,WARE-UHY1004,27-Oct-2018,5-Mar-2019,17-Mar-2019,19-Mar-2019,2,USD,1,37,241,14,4,0.15,484.95,"1,031.80",88,90798.4,42675.6
